รหัส,ที่มา,วันที่,โครงการ,ประเภท,ห้อง,ตรม.,ชั้น,เช่า,ขาย,ทำเล,สถานี,ต้นทาง,เจ้าของ,ที่โพสต์,เพจ,หมายเหตุ
PTP7719,ชีท,04/05/2026,Aspire Sukhumvit 48 (แอสปาย สุขุมวิท 48),คอนโด,1 Bed 1 Bath,38,28,"16,000",,"อ่อนนุช, อุดมสุข, พระโขนง","BTS พระโขนง, BTS อ่อนนุช",https://www.facebook.com/share/p/1Cn4JRnLV6/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1bVSYRxpuN/?mibextid=wwXIfr,https://www.facebook.com/share/p/1XFdXEUmSy/?mibextid=wwXIfr,
PTP7718,ชีท,04/05/2026,Bangkok Villa หมู่บ้านบางกอกวิลล่า เลียบด่วนฯ ประดิษฐ์มนูธรรม 3 ลาดพร้าว 84,บ้าน,3 Bed 3 Bath,210,2,"65,000",,ลาดพร้าว,"MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว",https://www.facebook.com/share/p/18ewRTBTjn/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1DmXaLSJ91/?mibextid=wwXIfr,https://www.facebook.com/share/p/1EPwWxrsb2/?mibextid=wwXIfr,
PTP7717,ชีท,04/05/2026,Ideo Mobi Sukhumvit 8 (ไอดีโอ โมบิ สุขุมวิท 81),คอนโด,1 Bed 1 Bath,22,17,"16,000",,"นานา, สุขุมวิท",BTS นานา,https://www.facebook.com/share/18Q3gfiEJ4/?mibextid=wwXIfr,https://www.facebook.com/jantawan.pinsuwan/,https://www.facebook.com/share/p/1Jk9gfyW8r/?mibextid=wwXIfr,https://www.facebook.com/share/p/1D3Yoj7rqp/?mibextid=wwXIfr,
PTP7716,ชีท,04/05/2026,168 Sukhumvit 36 (168 สุขุมวิท 36),คอนโด,1 Bed 1 Bath,28,3,"17,000",,"พร้อมพงษ์, สุขุมวิท, ทองหล่อ","BTS พร้อมพงษ์, BTS ทองหล่อ",https://www.facebook.com/share/p/1AskD98Cb9/,https://www.facebook.com/wachrawit.ch/,https://www.facebook.com/share/p/1CbjUkWfx9/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GG3pJ9uN5/?mibextid=wwXIfr,
PTP7715,ชีท,04/05/2026,Ruenrudee Condominium (รื่นฤดี คอนโดมิเนียม),คอนโด,1 Bed 1 Bath,44,5-10,"14,000","3,000,000","ทองหล่อ, อโศก, สุขุมวิท, เพลินจิต, นานา","BTS เพลินจิต, BTS นานา, BTS ชิดลม",https://www.livinginsider.com/istockdetail/DIoooI_CIbeygy.html,,https://www.facebook.com/share/p/1eHJf1aZwi/?mibextid=wwXIfr,https://www.facebook.com/share/p/17RMUKyxmA/?mibextid=wwXIfr,
PTP7714,ชีท,04/05/2026,Premier Condominium (พรีเมียร์ คอนโดมิเนียม),คอนโด,2 Bed 1.5 Bath,90,8,"58,000",,"พร้อมพงษ์, ทองหล่อ","BTS พร้อมพงษ์, BTS ทองหล่อ",,,https://www.facebook.com/share/p/1GM647hMrn/?mibextid=wwXIfr,https://www.facebook.com/share/p/1D7WDJeV8N/?mibextid=wwXIfr,
PTP7713,ชีท,04/05/2026,Thru Thonglor (ทรู ทองหล่อ),คอนโด,1 Bed 1 Bath,36,9,"14,000",,"ทองหล่อ, เพชรบุรีตัดใหม่, RCA, โรงพยาบาลกรุงเทพ, มศว ประสานมิตร","BTS ทองหล่อ, MRT เพชรบุรี, ARL มักกะสัน",,,https://www.facebook.com/share/p/1JdmEvNJfN/?mibextid=wwXIfr,https://www.facebook.com/share/p/1E2BGnsbk9/?mibextid=wwXIfr,
PTP7712,ชีท,04/05/2026,IDEO Q Ratchathewi (ไอดีโอ คิว ราชเทวี),คอนโด,2 Bed 1 Bath,49,23,"32,000",,,"BTS ราชเทวี, BTS พญาไท",https://www.facebook.com/share/p/18nLvKfyHZ/,https://www.facebook.com/kyo.kyo.269723/,https://www.facebook.com/share/p/14V3LX1gZDK/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BUekksgfG/?mibextid=wwXIfr,
PTP7711,ชีท,04/05/2026,59 Heritage (59 เฮอริเทจ),คอนโด,1 Bed 1 Bath,38,15,"19,000",,"ทองหล่อ, อโศก, สุขุมวิท, เอกมัย","BTS ทองหล่อ, BTS เอกมัย",https://www.facebook.com/share/p/1PBAgJSiJ2/?,,https://www.facebook.com/share/p/18Zj1ZZJS3/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GTUriT5ot/?mibextid=wwXIfr,
PTP7710,ชีท,04/05/2026,อาคารพร้อมที่ดิน เอกมัย 22,พื้นที่ให้เช่า/ขาย,,172 ตรว,,"120,000","500,000/ ตารางวา","เอกมัย, ทองหล่อ","BTS เอกมัย, BTS ทองหล่อ",https://www.facebook.com/share/p/18cTqfpDXN/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1Az6Ez23Nb/?mibextid=wwXIfr,https://www.facebook.com/share/p/1EWqGwgcZ2/?mibextid=wwXIfr,
PTP7709,ชีท,04/05/2026,Rhythm Sukhumvit 36 - 38 (ริทึ่ม สุขุมวิท 36 - 38),คอนโด,1 Bed 1 Bath,25,12,"16,900",,"ทองหล่อ, อโศก, สุขุมวิท, เอกมัย","BTS ทองหล่อ, BTS เอกมัย",https://www.facebook.com/share/p/1CSm8SkmCN/,https://www.facebook.com/kru.piesellee/,https://www.facebook.com/share/p/1Bc6rSTnme/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CqqedgmZ5/?mibextid=wwXIfr,
PTP7708,ชีท,03/05/2026,IDEO New Rama 9 (ไอดีโอ นิว พระราม 9),คอนโด,Hybrid 1 Bed 1 Bath,35.5,23,"17,000","3,550,000","เพชรบุรีตัดใหม่, RCA, พระราม 9, มักกะสัน","MRT พระราม 9, ARL มักกะสัน",https://www.facebook.com/share/p/1JHdLCUXhA/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1PKmtGAki2/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Dop22BTF6/?mibextid=wwXIfr,
PTP7707,ชีท,03/05/2026,Noble Solo (โนเบิล โซโล),คอนโด,1 Bed 1 Bath,40,20,"18,000",,"ทองหล่อ, อโศก, สุขุมวิท",BTS ทองหล่อ,https://www.facebook.com/share/p/1DhQTPLVqu/?mibextid=wwXIfr,,https://www.facebook.com/share/p/18ozCoqSAj/?mibextid=wwXIfr,https://www.facebook.com/share/p/18t4ayxgz5/?mibextid=wwXIfr,
PTP7706,ชีท,03/05/2026,Rhythm Asoke ll (ริทึ่ม อโศก 2),คอนโด,1 Bed 1 Bath,29,8,"17,500","3,990,000","เพชรบุรีตัดใหม่, RCA, พระราม 9, มักกะสัน","MRT พระราม 9, ARL มักกะสัน, MRT เพชรบุรี",https://www.facebook.com/share/p/18ErTQXsyz/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1EXzqA85ar/?mibextid=wwXIfr,https://www.facebook.com/share/p/1JSYphHMiK/?mibextid=wwXIfr,
PTP7705,ชีท,03/05/2026,Bangkok Feliz Sathorn - Taksin (แบงค์คอก เฟลิซ สาทร - ตากสิน),คอนโด,2 Bed 2 Bath,54,8,"21,000",,"สาทร, ลุมพินี","BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี",https://www.facebook.com/share/1EKyHK6tvc/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1GvRDuL24D/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BGfnH1QHw/?mibextid=wwXIfr,
PTP7704,ชีท,03/05/2026,Hasu Haus (ฮาสุ เฮ้าส์),คอนโด,1 Bed 1 Bath,37.35,7,"20,000","4,490,000",อ่อนนุช,BTS อ่อนนุช,https://www.facebook.com/share/p/1E8iNVQayn/?mibextid=wwXIfr,,https://www.facebook.com/share/p/14cHQP8RTe4/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Dg8ALpzS9/?mibextid=wwXIfr,
PTP7703,ชีท,03/05/2026,Plum Condo Sukhumvit 62 (พลัม คอนโด สุขุมวิท 62),คอนโด,1 Bed 1 Bath,29,8,"12,000",,"เอกมัย, สุขุมวิท, ทองหล่อ","BTS เอกมัย, BTS ทองหล่อ",https://www.facebook.com/share/p/18RxgvHw4f/,https://www.facebook.com/miw.ratchadaporn.1/,https://www.facebook.com/share/p/18pN28rcjy/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CmnwqP3Ts/?mibextid=wwXIfr,
PTP7702,ชีท,03/05/2026,Thonglor Tower (ทองหล่อ ทาวเวอร์),คอนโด,2 Bed 1 Bath,49,,"15,000",,ทองหล่อ,"BTS ทองหล่อ, BTS เอกมัย",https://www.facebook.com/share/p/1CzvfBpSWM/,https://www.facebook.com/nancy.nancy.651945/,https://www.facebook.com/share/p/1KYURKAyCp/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CWcJzaDE1/?mibextid=wwXIfr,
PTP7701,ชีท,03/05/2026,U Delight @ Jatujak Station (ยู ดีไลท์ แอท จตุจักร สเตชั่น),คอนโด,2 Bed 2 Bath,69.07,12,"25,000",,,BTS สะพานควาย,https://www.facebook.com/share/p/1CbXiGQRtW/?mibextid=wwXIfr,,https://www.facebook.com/share/p/15mL6gNTXZj/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CAqewp7Fy/?mibextid=wwXIfr,
PTP7700,ชีท,03/05/2026,The warterford Thonglor 11 (เดอะ วอเตอร์ฟอร์ด ทองหล่อ 11),คอนโด,1 Bed 1 Bath,50,2,"19,000",,"ทองหล่อ, เอกมัย","BTS ทองหล่อ, BTS เอกมัย",https://www.facebook.com/share/1JCa5dWktm/,https://www.facebook.com/kenny.durden.9/,https://www.facebook.com/share/p/18Ma77Lqjb/?mibextid=wwXIfr,https://www.facebook.com/share/p/1FwauJLVWH/?mibextid=wwXIfr,
PTP7699,ชีท,03/05/2026,Millennium Residence (มิลเลนเนียม เรสซิเด้นส์ แอท สุขุมวิท),คอนโด,3 Bed 4 Bath,192.95,19,"120,000",,"อโศก, สุขุมวิท",BTS อโศก,https://www.facebook.com/share/p/1Bp1BP8Yc8/,https://www.facebook.com/puangtawai/,https://www.facebook.com/share/p/1CKcfpiaK1/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GzmBBsdm8/?mibextid=wwXIfr,
PTP7698,ชีท,02/05/2026,Pathumwan Resort (ปทุมวัน รีสอร์ท),คอนโด,2 Bed 2 Bath,60.45,18,"27,000",,ราชเทวี พญาไท,"BTS พญาไท, BTS ราชเทวี, ARL ราชปรารภ",https://www.livinginsider.com/istockdetail/DIoooI_Cfffeeb.html,,https://www.facebook.com/share/p/18yMfoWhhM/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CjAVVhxor/?mibextid=wwXIfr,
PTP7697,ชีท,02/05/2026,59 Heritage (59 เฮอริเทจ),คอนโด,1 Bed 1 Bath,40,11-20,"20,000",,"ทองหล่อ, อโศก, สุขุมวิท, เอกมัย","BTS ทองหล่อ, BTS เอกมัย",https://www.livinginsider.com/istockdetail/DIoooI_DoCofDj.html,,https://www.facebook.com/share/p/1KUQYPzPTs/?mibextid=wwXIfr,https://www.facebook.com/share/p/17Qd7y1o3Q/?mibextid=wwXIfr,
PTP7696,ชีท,02/05/2026,The Tree Pattanakarn - Ekkamai (เดอะ ทรี พัฒนาการ - เอกมัย),คอนโด,1 Bed 1 Bath,27,19,"13,000",,"เพชรบุรีตัดใหม่, RCA, พระราม 9, รามคำแหง",ARL รามคำแหง,https://www.livinginsider.com/istockdetail/DIoooI_DogbgCg.html,,https://www.facebook.com/share/p/1GpFc1CHCg/?mibextid=wwXIfr,https://www.facebook.com/share/p/18qVLKBovS/?mibextid=wwXIfr,
PTP7695,ชีท,02/05/2026,"Office, Town in Town Soi 2",บ้าน,4 Bed 3 Bath,400,3.5,"35,000",,"รามคำแหง, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร, BTS สายหลัก",https://www.livinginsider.com/istockdetail/DIoooI_DogCooj.html,,https://www.facebook.com/share/p/1CtVmVRyeS/?mibextid=wwXIfr,https://www.facebook.com/share/p/1HSZmnhWXH/?mibextid=wwXIfr,
PTP7694,ชีท,02/05/2026,M Thonglor 10 (เอ็ม ทองหล่อ 10),คอนโด,1 Bed 1 Bath,29.8,6,"17,000","4,199,000","ทองหล่อ, อโศก, สุขุมวิท, เอกมัย",BTS เอกมัย,https://www.livinginsider.com/istockdetail/DIoooI_DogoCoj.html,,https://www.facebook.com/share/p/17cGFrkM1w/?mibextid=wwXIfr,https://www.facebook.com/share/p/1cCJXLbvhS/?mibextid=wwXIfr,
PTP7693,ชีท,02/05/2026,C Ekkamai (ซี เอกมัย),คอนโด,1 Bed 1 Bath,30.5,24,"17,000",,"ทองหล่อ, อโศก, สุขุมวิท, เอกมัย",BTS เอกมัย,https://www.livinginsider.com/istockdetail/DIoooI_DogoCCD.html,,https://www.facebook.com/share/p/17ZW4QbfEG/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DcmvYFQHo/?mibextid=wwXIfr,
PTP7692,ชีท,02/05/2026,Sathorn Bridge Tower (สาธร บริดจ์ ทาวเวอร์),คอนโด,1 Bed 1 Bath,64,11+,"18,500","4,560,000",เจริญนคร,"BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_DogoDII.html,,https://www.facebook.com/share/p/1CrEeLKQPG/?mibextid=wwXIfr,https://www.facebook.com/share/p/1HUJTS2bQs/?mibextid=wwXIfr,
PTP7691,ชีท,02/05/2026,M Thonglor 10 (เอ็ม ทองหล่อ 10),คอนโด,1 Bed 1 Bath,33.24,11+,"25,000",,"ทองหล่อ, อโศก, สุขุมวิท, เอกมัย",BTS เอกมัย,https://www.livinginsider.com/istockdetail/DIoooI_CyIjyDj.html,,https://www.facebook.com/share/p/1VuESLSMan/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CXQHK9jx3/?mibextid=wwXIfr,
PTP7690,ชีท,02/05/2026,The Privacy Rama 9 (เดอะ ไพรเวซี่ พระราม 9),คอนโด,1 Bed 1 Bath,24,7,"13,000",,"เพชรบุรีตัดใหม่, RCA, พระราม 9, รามคำแหง",ARL รามคำแหง,https://www.livinginsider.com/istockdetail/DIoooI_ICejeC.html,,https://www.facebook.com/share/p/1Ea9AADVq5/?mibextid=wwXIfr,https://www.facebook.com/share/p/18n5ADok7a/?mibextid=wwXIfr,
PTP7689,ชีท,01/05/2026,Inter Lux Premier Sukhumvit 13 (อินเตอร์ ลักส์ พรีเมียร์ สุขุมวิท 13),คอนโด,2 Bed 2 Bath,55,,"26,000",,"อโศก, สุขุมวิท","BTS อโศก, MRT สุขุมวิท",https://www.facebook.com/share/18Nyh7HBRc/?mibextid=wwXIfr,,https://www.facebook.com/share/p/18TiZ875S8/?mibextid=wwXIfr,https://www.facebook.com/share/p/14baxe7DKGb/?mibextid=wwXIfr,
PTP7688,ชีท,01/05/2026,Rhythm Phahol - Ari (ริทึ่ม พหล - อารีย์),คอนโด,1 Bed 1 Bath,45,40,"22,000",,อารีย์,"BTS อารีย์, BTS สะพานควาย",https://www.facebook.com/share/p/1CZM7efYCU/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1CPhbY54o9/?mibextid=wwXIfr,https://www.facebook.com/share/p/19gLqhBBEK/?mibextid=wwXIfr,
PTP7687,ชีท,01/05/2026,Supalai Veranda Ramkhamhaeng (ศุภาลัย เวอเรนด้า รามคำแหง ),คอนโด,1 Bed 1 Bath,28,12A,"11,000",,"รามคำแหง, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/1DchcEobaY/?,,https://www.facebook.com/share/p/1G4AGzNyL9/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CZLUVzc6c/?mibextid=wwXIfr,
PTP7686,ชีท,01/05/2026,Aspire Sukhumvit - Onnut (แอสปาย สุขุมวิท - อ่อนนุช),คอนโด,1 Bed 1 Bath,36.12,6,"15,000",,"อ่อนนุช, อุดมสุข, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/1GeAhtwhvD/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1LFXLxChpu/?mibextid=wwXIfr,https://www.facebook.com/share/p/1ENWR3EeSk/?mibextid=wwXIfr,
PTP7685,ชีท,01/05/2026,THE BASE Phetchaburi - Thonglor (เดอะ เบส เพชรบุรี - ทองหล่อ),คอนโด,1 Bed 1 Bath,33,19,"20,000",,"ทองหล่อ, เพชรบุรีตัดใหม่, RCA, โรงพยาบาลกรุงเทพ, มศว ประสานมิตร","MRT เพชรบุรี, BTS ทองหล่อ, ARL มักกะสัน",https://www.facebook.com/share/p/1AwW6orc8k/,https://www.facebook.com/Cakesudprasert/,https://www.facebook.com/share/p/1H7dCT9UB2/?mibextid=wwXIfr,https://www.facebook.com/share/p/18ijaJKHpY/?mibextid=wwXIfr,
PTP7684,ชีท,01/05/2026,Noble Reveal (โนเบิล รีวิล),คอนโด,1 Bed 1 Bath,32,,"18,000",,"ทองหล่อ, อโศก, สุขุมวิท, เอกมัย, พระโขนง","BTS เอกมัย, BTS ทองหล่อ, BTS พระโขนง",https://www.facebook.com/share/p/1EetSeC7eU/?mibextid=wwXIfr,,https://www.facebook.com/share/p/14a9vdZYatZ/?mibextid=wwXIfr,https://www.facebook.com/share/p/18WNk9MRed/?mibextid=wwXIfr,
PTP7683,ชีท,01/05/2026,The Waterford Park Sukhumvit 53 (เดอะ วอเตอร์ฟอร์ด พาร์ค สุขุมวิท 53),คอนโด,1 Bed 1 Bath,60,9,"22,000",,"ทองหล่อ, อโศก, สุขุมวิท, พร้อมพงษ์","BTS ทองหล่อ, BTS พร้อมพงษ์",https://www.facebook.com/share/p/1B6tSY6ivY/?mibextid=wwXIfr,https://www.facebook.com/earths.thai.3/,https://www.facebook.com/share/p/17M2WNe3zb/?mibextid=wwXIfr,https://www.facebook.com/share/p/1E3PjaA9cm/?mibextid=wwXIfr,
PTP7682,ชีท,01/05/2026,Supalai Oriental Sukhumvit 39 (ศุภาลัย โอเรียนทัล สุขุมวิท 39),คอนโด,1 Bed 1 Bath,39,7,"22,000",,"ทองหล่อ, อโศก, สุขุมวิท, เพชรบุรีตัดใหม่, พร้อมพงษ์","MRT เพชรบุรี, BTS พร้อมพงษ์",https://www.facebook.com/groups/456957028207473/permalink/2160320994537726,https://www.facebook.com/goy.kanokwan.9/,https://www.facebook.com/share/p/1BHtNGJAhQ/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CavzXyQRf/?mibextid=wwXIfr,
PTP7681,ชีท,01/05/2026,Raintree Villa (เรนทรี วิลล่า),คอนโด,Studio 1 Bath,30,5-10,"15,000",,"ทองหล่อ, อโศก, สุขุมวิท, เพลินจิต, นานา","BTS เพลินจิต, BTS นานา, BTS ราชดำริ",https://www.livinginsider.com/istockdetail/DIoooI_CfDCojg.html,,https://www.facebook.com/share/p/18mFjcr6Wo/?mibextid=wwXIfr,https://www.facebook.com/share/p/18kANAAnZr/?mibextid=wwXIfr,
