project_key	ทำเล	สถานี
townhome city link rama 9 – srinakarin ซิตี้ลิงก์ พระราม 9 - ศรีนครินทร์	พระราม 9, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
liv@49 condo ลิฟ แอท 49 คอนโด	พร้อมพงษ์, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
le raffine sukhumvit 24 เลอ รัฟฟิเน่ สุขุมวิท 24	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
home office ลาดพร้าว 64	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
the tree onnut station condominium เดอะทรี อ่อนนุช สเตชั่น คอนโดมิเนียม	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
regal sathorn–narathiwas รีเกิล สาทร–นราธิวาส	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
โฮมออฟฟิศ ลาดพร้าววังหิน 76	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
b republic sukhumvit 101/1 บี รีพับบลิค สุขุมวิท 101/1	แบริ่ง, สุขุมวิท	BTS แบริ่ง
laddawan village sukhumvit 68 หมู่บ้านลัดดาว สุขุมวิท 68	พระโขนง, สุขุมวิท	BTS พระโขนง
le rich condo ari เลอริช คอนโด อารีย์	อารีย์	BTS อารีย์, BTS สะพานควาย
magnolias waterfront residences at iconsiam แมกโนเลียส์ วอเตอร์ฟร้อนท์ เรสซิเดนซ์ แอท ไอคอนสยาม	สยาม, ปทุมวัน, ชิดลม	BTS สยาม, BTS ราชเทวี, BTS ชิดลม
cybiq ratchada 32 condominium ไซบิค รัชดา 32	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
navin court condominium นาวิน คอร์ท คอนโด	เพลินจิต	BTS เพลินจิต
the line jatujak เดอะ ไลน์ จตุจักร		BTS หมอชิต
บ้าน ณ นครินทร์ baan na nakarin		MRT สวนหลวง ร.9
พนาสนธิ์วิลล่า 6 phanasan villa 6		MRT ตลาดมีนบุรี
townhome 4-storey bangna ทาวน์โฮม 4 ชั้น บางนา	บางนา, แบริ่ง	BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม
noble house phayathai โนเบิล เฮ้าส์ พญาไท		BTS พญาไท
richmond palace sukhumvit 43 ริชมอนด์ พาเลซ สุขุมวิท 43	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
city villa condominium คอนโดซิตี้วินล่า	ลาดพร้าว	MRT ลาดพร้าว
indy 1 bangna km.7 อินดี้ 1 บางนา กม.7	บางนา, แบริ่ง	BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม
the link vano sukhumvit 64 เดอะ ลิ้งค์ วาโน สุขุมวิท 64	เอกมัย, สุขุมวิท, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
vista 180 ratchavipha วิสต้า 180 รัชวิภา		MRT วงศ์สว่าง
wynn condo ladprao–chockchai 4 วินน์ คอนโด ลาดพร้าว–โชคชัย 4	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
townhouse ramkhamhaeng 2	รามคำแหง	ARL รามคำแหง, MRT รามคำแหง
dolce lasalle โดวเช่ ลาซาล	แบริ่ง	BTS แบริ่ง
quinn condo ratchada ควินน์ คอนโด รัชดา	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
บ้านเดี่ยว 2 ชั้น ซอยรัชดา 18	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
townhouse sukhumvit 48 ทาวน์เฮ้าส์ สุขุมวิท 48	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
office & studio ladprao 15 สำนักงาน + สตูดิโอ ลาดพร้าว 15	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
ทาวน์เฮาส์ รัชดาภิเษก townhouse ratchadaphisek	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
baan vibhavadi condo คอนโดบ้านวิภาวดี	รัชดา, ลาดพร้าว	MRT รัชดาภิเษก, MRT ลาดพร้าว
single house sukhumvit 31 บ้านเดี่ยว สุขุมวิท 31	พร้อมพงษ์, สุขุมวิท	BTS พร้อมพงษ์
townhouse garden view ลาดพร้าว 126	ลาดพร้าว	MRT ลาดพร้าว
land with semi-detached townhouse ladprao 101 soi 19 ที่ดิน ลาดพร้าว 101 ซอย 19	ลาดพร้าว, อโศก	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
areena garden village หมู่บ้านอารีน่า การ์เด้น	บางจาก, อ่อนนุช	BTS บางจาก, BTS อ่อนนุช
home office pattanakarn 39 หมู่บ้านปรีชา 1		ARL หัวหมาก
one x condo sathorn–sathupradit วันเอ็กซ์ คอนโด สาทร–สาธุประดิษฐ์	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
baan klang muang rama 9–onnut บ้านกลางเมือง พระราม 9–อ่อนนุช	พระราม 9, อ่อนนุช, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
metro luxe rose gold sutthisan เมโทร ลักซ์ โรสโกลด์ สุทธิสาร		MRT สุทธิสาร
baan suan thon ratchada 36 บ้านสวนธน รัชดา 36	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
amanta residence ratchada–huai khwang อมรันทา เรสซิเดนท์ รัชดา–ห้วยขวาง	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
regent home condo 7/2 bangna รีเจ้นท์ โฮม คอนโด 7/2 บางนา	บางนา, แบริ่ง	BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม
fifty fifth tower thonglor ฟิฟตี้ ฟิฟท์ ทาวเวอร์ ทองหล่อ	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
chapter charoennakorn – riverside แชปเตอร์ เจริญนคร – ริเวอร์ไซด์		BTS เจริญนคร, BTS กรุงธนบุรี
sign condo sukhumvit 50 ซายน์ คอนโด สุขุมวิท 50	ทองหล่อ, สุขุมวิท, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
kheha nakhorn 3 เคหะนคร 3		MRT หัวหมาก
elio del moss phahol 34 เอลลิโอ เดล มอส พหล 34		BTS เสนานิคม
lumpini place rama iv–ratchadaphisek ลุมพินี เพลส พระราม 4–รัชดาภิเษก	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
life @ sukhumvit 67 ไลฟ์ @ สุขุมวิท 67	พระโขนง, สุขุมวิท	BTS พระโขนง
the season phetkasem 69 หมู่บ้านเดอะซีซั่น เพชรเกษม 69		MRT หลักสอง
baan kaset บ้านเกษตร		BTS เสนานิคม
ideo o2 bangna ไอดีโอ โอทู บางนา	บางนา, แบริ่ง	BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม
ram townhouse รามทาวน์เฮาส์ รามคำแหง 24	รามคำแหง	ARL หัวหมาก
supalai city home udomsuk ศุภาลัย ซิตี้โฮม อุดมสุข	อุดมสุข	BTS อุดมสุข
luxury house huai khwang	ห้วยขวาง	MRT ห้วยขวาง
the tree interchange bangsue เดอะ ทรี อินเตอร์เชนจ์ บางซื่อ	บางซื่อ	MRT บางซื่อ, MRT เตาปูน
regent home 18 รีเจ้นท์ โฮม 18		MRT หลักสี่
u delight 3 prachachuen – bang sue ยู ดีไลท์ 3 ประชาชื่น – บางซื่อ	บางซื่อ	MRT บางซื่อ, MRT เตาปูน
the trendy sukhumvit 13 เดอะ เทรนดี้ สุขุมวิท 13	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
quintara sukhumvit 39 ควินทารา สุขุมวิท 39	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
q house 79 คิว เฮ้าส์ 79	อ่อนนุช	BTS อ่อนนุช
2-storey house ratchada 18 – huai khwang บ้านเดี่ยว 2 ชั้น รัชดา 18 ห้วยขวาง	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
home resorts charoen nakhon โฮม รีสอร์ท เจริญนคร	เจริญนคร	BTS เจริญนคร, BTS กรุงธนบุรี
modiz ratchada 32 โมดิซ รัชดา 32	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
modern detached house chokchai 4 บ้านเดี่ยวโมเดิร์น โชคชัย 4 – หมู่บ้านรวมโชค	ลาดพร้าว	MRT ลาดพร้าว
49 plus condo โฟร์ตี้ไนน์ พลัส คอนโด	ทองหล่อ	BTS ทองหล่อ
baan siri sukhumvit 13 บ้านสิริ สุขุมวิท 13	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
diamond sukhumvit onnut ไดมอนด์ สุขุมวิท อ่อนนุช	อ่อนนุช, สุขุมวิท, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
regent home bangna new project รีเจ้นท์ โฮม บางนา โครงการใหม่	บางนา, แบริ่ง	BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม
click condo sukhumvit 65 คลิ๊ก คอนโด สุขุมวิท 65	พระโขนง, สุขุมวิท	BTS พระโขนง
ivy ampio ratchada ไอวี่ แอมพิโอ รัชดา	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
phetpailin village phra ya suren 35 หมู่บ้านเพชรไพลิน พระยาสุเรนทร์ 35		MRT บางชัน
britloft kaset–phahol บริทลอฟท์ เกษตร–พหล		BTS เสนานิคม
185 rajadamri 185 ราชดำริ	ชิดลม	BTS ชิดลม
office rama 4 – phra khanong สำนักงาน พระราม 4 – พระโขนง	พระโขนง, อ่อนนุช	BTS พระโขนง, BTS อ่อนนุช
origin ladprao–bangkapi ออริจิ้น ลาดพร้าว–บางกะปิ	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
supalai loft @ yaek fai chai ศุภาลัย ลอฟท์ แยกไฟฉาย		MRT ไฟฉาย
new noble ratchada–ladprao นิว โนเบิล รัชดา–ลาดพร้าว	รัชดา, ลาดพร้าว, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
maxxi prime ratchada–sutthisan แม็กซี่ ไพร์ม รัชดา–สุทธิสาร	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
59 heritage sukhumvit 59 ฟิฟตี้ไนน์ เฮอริเทจ สุขุมวิท 59	เอกมัย, สุขุมวิท, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
phassana garden condo ภัสสนา การ์เด้น คอนโด	เอกมัย	BTS เอกมัย
lumpini ville ladprao-chokchai4 ลุมพินีวิลล์ ลาดพร้าว-โชคชัย4	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
plus sukhumvit 67 พลัส สุขุมวิท 67	พระโขนง, สุขุมวิท	BTS พระโขนง
commercial building pracharat bamphen อาคารพาณิชย์ ถนนประชาราษฎร์บำเพ็ญ	ห้วยขวาง	MRT ห้วยขวาง
townhouse sukhumvit 89/1 ทาวน์เฮาส์ สุขุมวิท 89/1	บางจาก, สุขุมวิท, ปุณณวิถี	BTS บางจาก, BTS ปุณณวิถี
อาคารพาณิชย์ 5 ชั้น ลาดพร้าว 14	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
2-storey house samyan & chulalongkorn บ้าน 2 ชั้น ใกล้สามย่าน–จุฬาฯ	สามย่าน	MRT สามย่าน
chamber onnut station แชมเบอร์ อ่อนนุช สเตชั่น	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
commercial building charoennakhon 37 อาคารพาณิชย์ เจริญนคร 37	เจริญนคร	BTS เจริญนคร, BTS กรุงธนบุรี
hi 48 sutthisan ไฮ 48 สุทธิสาร		MRT สุทธิสาร
bangkok feliz sukhumvit 69-2 แบงค็อก เฟลิซ สุขุมวิท 69-2	พระโขนง, สุขุมวิท	BTS พระโขนง
knightbridge kaset society ไนท์บริดจ์ เกษตร โซไซตี้		BTS เสนานิคม
the connect ramintra–minburi 2 เดอะ คอนเนค รามอินทรา–มีนบุรี 2	รามอินทรา	MRT รามอินทรา
haven luxe intamara 4 เฮเว่น ลักซ์ อินทามระ 4		BTS สะพานควาย
lumpini place rama 8 ลุมพินี เพลส พระราม 8	ลุมพินี, สีลม	MRT ลุมพินี, BTS ศาลาแดง
grand heritage thonglor แกรนด์ เฮอริเทจ ทองหล่อ	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
townhouse sukhumvit 22 ทาวน์เฮาส์ สุขุมวิท 22	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
home office ruamrudee soi 2 โฮมออฟฟิศ ร่วมฤดี ซอย 2	นานา	BTS นานา
equinox phahol–vibha อีควิน็อกซ์ พหล–วิภา		BTS หมอชิต
noble revent phayathai โนเบิล รีเวนต์ พญาไท		BTS พญาไท
mayfair sukhumvit 64 เมย์แฟร์ สุขุมวิท 64	เอกมัย, สุขุมวิท, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
centric ratchada–sutisan เซ็นทริค รัชดา–สุทธิสาร	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
chambers chaan ladprao–wanghin แชมเบอร์ ชาน ลาดพร้าว–วังหิน	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
vibhavadi condo town วิภาวดีคอนโดทาวน์		BTS สนามเป้า, BTS อนุสาวรีย์ชัยสมรภูมิ
apartment phahonyothin 48 อพาร์ทเมนต์ ซอยพหลโยธิน 48	พหลโยธิน	MRT พหลโยธิน, BTS ห้าแยกลาดพร้าว
home office lat phrao–ekkamai–ramindra โฮมออฟฟิศ ลาดพร้าว–เอกมัย–รามอินทรา	เอกมัย, ลาดพร้าว, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
ketsara village phatthanakan 29 หมู่บ้านเกษรา พัฒนาการ 29	ทองหล่อ	BTS ทองหล่อ
townhome ladprao 15 ทาวน์โฮมลาดพร้าว 15	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
my space @ chinatown มาย สเปซ แอท ไชน่าทาวน์		MRT สามยอด
the lighthouse charoen nakhon 14 เดอะ ไลท์เฮาส์ เจริญนคร 14	เจริญนคร	BTS เจริญนคร, BTS กรุงธนบุรี
destiny@63 ekamai เดสทินี แอท 63 เอกมัย	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
deco condo bearing เดคโค่ คอนโด แบริ่ง	แบริ่ง	BTS แบริ่ง
tidy condominium thonglor 17 ไทดี คอนโดมิเนียม ทองหล่อ 17	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
na vara langsuan ณ วรา หลังสวน	ชิดลม, หลังสวน	BTS ชิดลม
h-cape biz sector on nut – sukhapiban 2 เอช-เคป บิซ เซกเตอร์ อ่อนนุช–สุขาภิบาล 2	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
pp plus mansion พีพี พลัส แมนชั่น	พระโขนง, เอกมัย	BTS พระโขนง, BTS เอกมัย
zenith place sukhumvit 71/1 ซีนิธ เพลส สุขุมวิท 71/1	พระโขนง, สุขุมวิท	BTS พระโขนง
urbano ramkhamhaeng 94 เออร์บาโน รามคำแหง 94	รามคำแหง	ARL รามคำแหง, MRT รามคำแหง
the privacy jatujak เดอะ ไพรเวซี่ จตุจักร		MRT พหลโยธิน, BTS ห้าแยกลาดพร้าว
cybic ratchada 32 ไซบิค รัชดา 32	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
sukhumvit living town condominium สุขุมวิท ลิฟวิ่ง ทาวน์	อโศก, สุขุมวิท	MRT สุขุมวิท, BTS อโศก
supalai premier charoen-nakorn ศุภาลัย พรีเมียร์ เจริญนคร		BTS เจริญนคร, BTS กรุงธนบุรี
u delight riverfront rama 3 ยู ดีไลท์ ริเวอร์ฟร้อนท์ พระราม 3		BTS สะพานตากสิน
chewathai ladprao–chokchai 4 ชีวาทัย ลาดพร้าว–โชคชัย 4	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
the landmark ekkamai–ramindra เดอะ แลนด์มาร์ค เอกมัย–รามอินทรา	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
townhome chaengwattana 15/1 ทาวน์โฮม แจ้งวัฒนะ 15/1		MRT แจ้งวัฒนะ 14
luxury house sukhumvit 49/1 บ้านหรู สุขุมวิท 49/1	ทองหล่อ, สุขุมวิท, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
supalai park 3 phaholyothin 21 ศุภาลัย ปาร์ค 3 ซอยพหลโยธิน 21	พหลโยธิน	MRT พหลโยธิน, BTS ห้าแยกลาดพร้าว
the one plus grand ramkhamhaeng เดอะ วัน พลัส แกรนด์ รามคำแหง	รามคำแหง	ARL รามคำแหง, MRT รามคำแหง
the connect suanluang–onnut เดอะ คอนเนค สวนหลวง–อ่อนนุช	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
b loft sukhumvit 109 บี ลอฟท์ สุขุมวิท 109	แบริ่ง, สุขุมวิท	BTS แบริ่ง
u delight 2 bangsue station ยู ดีไลท์ 2 บางซื่อ สเตชั่น	บางซื่อ	MRT บางซื่อ, MRT เตาปูน
supalai city home sukhumvit 101/2 ศุภาลัย ซิตี้โฮม สุขุมวิท 101/2	แบริ่ง, สุขุมวิท	BTS แบริ่ง
up ekkamai อัพ เอกมัย	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
the art @ thonglor ดิ อาร์ต แอท ทองหล่อ	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
the line phaholyothin park เดอะ ไลน์ พหลโยธิน พาร์ค	พหลโยธิน	MRT พหลโยธิน, BTS ห้าแยกลาดพร้าว
bangkok feliz krungthonburi แบงค์คอก เฟลิซ กรุงธนบุรี	เจริญนคร	BTS เจริญนคร, BTS กรุงธนบุรี
home office chokchai 4 โฮมออฟฟิศ กลางโชคชัย 4	ลาดพร้าว	MRT ลาดพร้าว
baan sukhumvit 77 u home baan suan บ้านสุขุมวิท 77 ยูโฮม บ้านสวน	อ่อนนุช, สุขุมวิท, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
siamese 39 ไซมิส 39	สยาม, ปทุมวัน, ชิดลม	BTS สยาม, BTS ราชเทวี, BTS ชิดลม
cherkoon sukhumvit 77 เชอร์คูน สุขุมวิท 77	อ่อนนุช, สุขุมวิท, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
house ekkamai–thonglor บ้านเดี่ยว เอกมัย–ทองหล่อ	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
the shade sathon เดอะ เชด สาทร	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
u delight @ onnut ยู ดีไลท์ แอท อ่อนนุช	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
bangkok horizon sathon แบงค็อก ฮอไรซอน สาทร	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
townhouse rama 9 soi 11 ทาวน์เฮ้าส์ พระราม 9 ซอย 11	พระราม 9, อโศก, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
august condo charoenkrung 80 ออกัสท์ คอนโด เจริญกรุง 80	เจริญกรุง	BTS สะพานตากสิน, MRT หัวลำโพง
chewathai ramkhamhaeng ชีวาทัย รามคำแหง	รามคำแหง	ARL รามคำแหง, MRT รามคำแหง
floraville condominium ฟลอร่าวิลล์ คอนโดมิเนียม		ARL หัวหมาก
noble nue z-square suan luang station โนเบิล นิว ซี สแควร์ สวนหลวง สเตชั่น		MRT สวนหลวง
unio sukhumvit 72 phase 1 ยูนิโอ สุขุมวิท 72 เฟส 1	พระโขนง, สุขุมวิท	BTS พระโขนง
the waterford park rama 4 เดอะ วอเตอร์ฟอร์ด พาร์ค พระราม 4	พระโขนง, อ่อนนุช	BTS พระโขนง, BTS อ่อนนุช
elio del ray condo เอลลิโอ เดล เรย์	อ่อนนุช	BTS อ่อนนุช
indy 2 bangna km.7 อินดี้ 2 บางนา กม.7	บางนา, แบริ่ง	BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม
baan chicha castle sukhumvit 31 หมู่บ้านชิชา แคสเซิล สุขุมวิท 31	พร้อมพงษ์, สุขุมวิท	BTS พร้อมพงษ์
คาเฟ่ / ออฟฟิศ ห้วยขวาง – สุทธิสาร – ลาดพร้าว	ลาดพร้าว, ห้วยขวาง	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
asoke place condominium อโศก เพลส คอนโดมิเนียม	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
quinn condo ควินน์ คอนโด		MRT สุทธิสาร
urbano rajvithi เออร์บาโน ราชวิถี		MRT สิรินธร
centric sathorn เซ็นทริค สาทร	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
d.s. tower 1 ดี.เอส. ทาวเวอร์ 1	พร้อมพงษ์	BTS พร้อมพงษ์
artale ekkamai–ramintra อาร์เทล เอกมัย–รามอินทรา	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
richmond tower sukhumvit 26 ริชมอนด์ ทาวเวอร์ สุขุมวิท 26	พร้อมพงษ์, สุขุมวิท	BTS พร้อมพงษ์
attitude bearing 14 แอทติจูด แบริ่ง 14	แบริ่ง	BTS แบริ่ง
leo classic place thonglor 49 ลีโอ คลาสสิก เพลส ทองหล่อ 49	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
city villa ladprao 128/3 ซิตี้ วิลล่า ลาดพร้าว 128/3	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
the rich biz home เดอะ ริช บิซ โฮม	แบริ่ง	BTS แบริ่ง
sym vipa–ladprao ซิม วิภา–ลาดพร้าว	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
one x sathorn–narathiwas วัน เอ็กซ์ สาทร–นราธิวาส	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
serene place sukhumvit 24 เซรีน เพลส สุขุมวิท 24	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
nalinville 5 หมู่บ้านนลินวิลล์ 5		Airport Rail Link บ้านทับช้าง
facial spa thonglor area	ทองหล่อ	BTS ทองหล่อ
patio phatthanakan 38 พาทิโอ พัฒนาการ 38		ARL หัวหมาก
thonglor tower condominium ทองหล่อ ทาวเวอร์ คอนโดมิเนียม	ทองหล่อ	BTS ทองหล่อ, BTS เอกมัย
silom suites สีลม สวีทส์	สีลม	BTS ศาลาแดง, MRT สีลม
townhouse onnut 25 sukhumvit 77 ทาวน์เฮาส์ ซอยอ่อนนุช 25 สุขุมวิท 77	อ่อนนุช, สุขุมวิท, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
townhouse phatthanakan 23 ทาวน์เฮาส์ ซอยพัฒนาการ 23	รามคำแหง	ARL รามคำแหง
the bloom 71 เดอะ บลูม สุขุมวิท 71	พระโขนง, สุขุมวิท	BTS พระโขนง
vtara 36 condominium วีธารา สุขุมวิท 36	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
chamber chaan ladprao–wanghin แชมเบอร์ชาน ลาดพร้าว–วังหิน	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
the inspire place abac ramkhamhaeng ดิ อินสไปร์ เพลส abac รามคำแหง	รามคำแหง	ARL รามคำแหง, MRT รามคำแหง
home office ซอยลาดพร้าววังหิน 34 หมู่บ้านชาลิสา	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
office near bts phra khanong ออฟฟิศใกล้ bts พระโขนง	พระโขนง, อ่อนนุช	BTS พระโขนง, BTS อ่อนนุช
84 mansion townhome เอทตี้โฟร์ แมนชั่น	ลาดพร้าว	MRT ลาดพร้าว
villa sathorn condominium วิลล่า สาทร คอนโดมิเนียม	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
the connect 15 onnut เดอะ คอนเนค 15 อ่อนนุช	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
circle condominium petchburi เซอร์เคิล คอนโด เพชรบุรี	เพชรบุรีตัดใหม่	MRT เพชรบุรี
president condo onnut เพรสซิเดนท์ คอนโด อ่อนนุช	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
sermsiri townhouse ramintra 40 หมู่บ้านเสริมสิริ รามอินทรา 40	รามอินทรา	MRT รามอินทรา
pk residence พีเค เรสซิเดนซ์	เพลินจิต	BTS เพลินจิต
issara@42 อิสสระ แอท 42	เอกมัย	BTS เอกมัย
home avenue sukhumvit 101/1 โฮม อเวนิว สุขุมวิท 101/1	แบริ่ง, สุขุมวิท	BTS แบริ่ง
prime place 105 lasalle 77 ไพร์ม เพลส 105 ลาซาล 77	แบริ่ง	BTS แบริ่ง
premium place ramintra 14 พรีเมียม เพลส รามอินทรา 14 / ซอยมัยลาภ	รามอินทรา	MRT รามอินทรา
shophouse near bts bang chak อาคารพาณิชย์ ใกล้ bts บางจาก	บางจาก	BTS บางจาก
lumpini place srinakarin–huamak ลุมพินีเพลส ศรีนครินทร์–หัวหมาก	ลุมพินี, สีลม	MRT ลุมพินี, BTS ศาลาแดง
edge by sansiri sukhumvit 23 เอดจ์ บาย แสนสิริ สุขุมวิท 23	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
noble remix thonglor โนเบิล รีมิกซ์ ทองหล่อ	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
office omni complex sukhumvit 4 ออฟฟิศ ออมนิ คอมเพล็กซ์ สุขุมวิท 4	นานา, สุขุมวิท	BTS นานา
home office pradit manutham 9 โฮมออฟฟิศ ประดิษฐ์มนูธรรม 9 / ลาดพร้าว 73	ลาดพร้าว	
plus city park ladphrao 71 พลัส ซิตี้ พาร์ค ลาดพร้าว 71	ลาดพร้าว	
moniiq condo sukhumvit 64 โมนิค สุขุมวิท 64	เอกมัย, สุขุมวิท, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
villa asoke duplex วิลล่า อโศก ดูเพล็กซ์	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
ceil by sansiri ekkamai ซีล บาย แสนสิริ เอกมัย	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
